,occupation,onet_included,onet_bls_name,AREA,AREA_TITLE,AREA_TYPE,PRIM_STATE,NAICS,NAICS_TITLE,I_GROUP,OWN_CODE,OCC_CODE,OCC_TITLE,O_GROUP,TOT_EMP,EMP_PRSE,JOBS_1000,LOC_QUOTIENT,PCT_TOTAL,PCT_RPT,H_MEAN,A_MEAN,MEAN_PRSE,H_PCT10,H_PCT25,H_MEDIAN,H_PCT75,H_PCT90,A_PCT10,A_PCT25,A_MEDIAN,A_PCT75,A_PCT90,ANNUAL,HOURLY
91,Substance Abuse and Behavioral Disorder Counselors,1.0,"Substance Abuse, Behavioral Disorder, and Mental Health Counselors",99.0,U.S.,1.0,US,0.0,Cross-industry,cross-industry,1235.0,21-1018,"Substance Abuse, Behavioral Disorder, and Mental Health Counselors",detailed,310880.0,1.0,,,,,25.72,53490,0.5,14.84,18.52,23.33,29.64,37.49,30870,38520,48520,61660,77980,,
92,Probation Officers and Correctional Treatment Specialists,1.0,Probation Officers and Correctional Treatment Specialists,99.0,U.S.,1.0,US,0.0,Cross-industry,cross-industry,1235.0,21-1092,Probation Officers and Correctional Treatment Specialists,detailed,92140.0,0.6,,,,,30.43,63290,0.3,17.97,22.56,28.97,37.03,47.64,37380,46920,60250,77020,99090,,
93,Paralegals and Legal Assistants,1.0,Paralegals and Legal Assistants,99.0,U.S.,1.0,US,0.0,Cross-industry,cross-industry,1235.0,23-2011,Paralegals and Legal Assistants,detailed,336250.0,1.8,,,,,28.04,58330,1.1,17.51,21.82,27.03,34.98,42.61,36410,45390,56230,72750,88640,,
94,Curators,1.0,Curators,99.0,U.S.,1.0,US,0.0,Cross-industry,cross-industry,1235.0,25-4012,Curators,detailed,11030.0,2.1,,,,,30.71,63880,1.9,17.31,22.4,28.9,36.98,47.35,35990,46590,60110,76920,98490,,
95,Library Technicians,1.0,Library Technicians,99.0,U.S.,1.0,US,0.0,Cross-industry,cross-industry,1235.0,25-4031,Library Technicians,detailed,73000.0,1.6,,,,,18.79,39070,0.5,11.24,14.1,17.78,22.67,28.49,23370,29330,36970,47160,59250,,
96,Floral Designers,1.0,Floral Designers,99.0,U.S.,1.0,US,0.0,Cross-industry,cross-industry,1235.0,27-1023,Floral Designers,detailed,36000.0,1.8,,,,,15.43,32100,1,10.98,13.38,14.36,17.68,21.55,22830,27830,29880,36770,44820,,
97,Interior Designers,1.0,Interior Designers,99.0,U.S.,1.0,US,0.0,Cross-industry,cross-industry,1235.0,27-1025,Interior Designers,detailed,61970.0,2.4,,,,,30.08,62570,1.2,14.87,22.32,29.01,37.35,47.63,30930,46420,60340,77700,99070,,
98,Coaches and Scouts,1.0,Coaches and Scouts,99.0,U.S.,1.0,US,0.0,Cross-industry,cross-industry,1235.0,27-2022,Coaches and Scouts,detailed,193740.0,1.5,,,,,*,50550,1.1,*,*,*,*,*,22200,29240,38970,60400,80720,True,
99,Public Relations Specialists,1.0,Public Relations Specialists,99.0,U.S.,1.0,US,0.0,Cross-industry,cross-industry,1235.0,27-3031,Public Relations Specialists,detailed,242710.0,0.9,,,,,35.22,73250,0.9,17.8,23.4,30.19,39.4,59.91,37020,48670,62800,81960,124620,,
100,Editors,1.0,Editors,99.0,U.S.,1.0,US,0.0,Cross-industry,cross-industry,1235.0,27-3041,Editors,detailed,88780.0,1.9,,,,,36.73,76400,1.3,17.78,23.26,30.46,47,62.22,36970,48380,63350,97770,129420,,
101,Pharmacists,1.0,Pharmacists,99.0,U.S.,1.0,US,0.0,Cross-industry,cross-industry,1235.0,29-1051,Pharmacists,detailed,312550.0,1.0,,,,,60.43,125690,0.3,36.94,58.21,61.81,69.04,79.13,76840,121070,128570,143600,164590,,
102,Psychiatrists,1.0,Psychiatrists,99.0,U.S.,1.0,US,0.0,Cross-industry,cross-industry,1235.0,29-1223,Psychiatrists,detailed,25520.0,3.5,,,,,120.08,249760,2.1,30.96,61.72,#,#,#,64400,128380,#,#,#,,
103,Registered Nurses,1.0,Registered Nurses,99.0,U.S.,1.0,US,0.0,Cross-industry,cross-industry,1235.0,29-1141,Registered Nurses,detailed,3047530.0,0.2,,,,,39.78,82750,0.2,28.58,29.71,37.31,46.91,57.81,59450,61790,77600,97580,120250,,
104,Advanced Practice Psychiatric Nurses,1.0,Registered Nurses,99.0,U.S.,1.0,US,0.0,Cross-industry,cross-industry,1235.0,29-1141,Registered Nurses,detailed,3047530.0,0.2,,,,,39.78,82750,0.2,28.58,29.71,37.31,46.91,57.81,59450,61790,77600,97580,120250,,
105,Clinical Nurse Specialists,1.0,Registered Nurses,99.0,U.S.,1.0,US,0.0,Cross-industry,cross-industry,1235.0,29-1141,Registered Nurses,detailed,3047530.0,0.2,,,,,39.78,82750,0.2,28.58,29.71,37.31,46.91,57.81,59450,61790,77600,97580,120250,,
106,Acute Care Nurses,1.0,Registered Nurses,99.0,U.S.,1.0,US,0.0,Cross-industry,cross-industry,1235.0,29-1141,Registered Nurses,detailed,3047530.0,0.2,,,,,39.78,82750,0.2,28.58,29.71,37.31,46.91,57.81,59450,61790,77600,97580,120250,,
107,Critical Care Nurses,1.0,Registered Nurses,99.0,U.S.,1.0,US,0.0,Cross-industry,cross-industry,1235.0,29-1141,Registered Nurses,detailed,3047530.0,0.2,,,,,39.78,82750,0.2,28.58,29.71,37.31,46.91,57.81,59450,61790,77600,97580,120250,,
108,Speech-Language Pathologists,1.0,Speech-Language Pathologists,99.0,U.S.,1.0,US,0.0,Cross-industry,cross-industry,1235.0,29-1127,Speech-Language Pathologists,detailed,147470.0,1.5,,,,,41.26,85820,0.5,24.67,29.79,38.01,48.18,60.36,51310,61970,79060,100200,125560,,
109,Medical and Clinical Laboratory Technologists,1.0,Clinical Laboratory Technologists and Technicians,99.0,U.S.,1.0,US,0.0,Cross-industry,cross-industry,1235.0,29-2010,Clinical Laboratory Technologists and Technicians,detailed,318780.0,0.8,,,,,27.36,56910,0.3,14.56,18.26,27.79,35.83,38.15,30280,37990,57800,74530,79340,,
110,Medical and Clinical Laboratory Technicians,1.0,Clinical Laboratory Technologists and Technicians,99.0,U.S.,1.0,US,0.0,Cross-industry,cross-industry,1235.0,29-2010,Clinical Laboratory Technologists and Technicians,detailed,318780.0,0.8,,,,,27.36,56910,0.3,14.56,18.26,27.79,35.83,38.15,30280,37990,57800,74530,79340,,
111,Cytogenetic Technologists,1.0,Clinical Laboratory Technologists and Technicians,99.0,U.S.,1.0,US,0.0,Cross-industry,cross-industry,1235.0,29-2010,Clinical Laboratory Technologists and Technicians,detailed,318780.0,0.8,,,,,27.36,56910,0.3,14.56,18.26,27.79,35.83,38.15,30280,37990,57800,74530,79340,,
112,Cytotechnologists,1.0,Clinical Laboratory Technologists and Technicians,99.0,U.S.,1.0,US,0.0,Cross-industry,cross-industry,1235.0,29-2010,Clinical Laboratory Technologists and Technicians,detailed,318780.0,0.8,,,,,27.36,56910,0.3,14.56,18.26,27.79,35.83,38.15,30280,37990,57800,74530,79340,,
113,Pharmacy Technicians,1.0,Pharmacy Technicians,99.0,U.S.,1.0,US,0.0,Cross-industry,cross-industry,1235.0,29-2052,Pharmacy Technicians,detailed,436630.0,0.7,,,,,18.25,37970,0.3,13.82,14.17,17.66,22.04,22.88,28740,29460,36740,45850,47580,,
114,Surgical Technologists,1.0,Surgical Technologists,99.0,U.S.,1.0,US,0.0,Cross-industry,cross-industry,1235.0,29-2055,Surgical Technologists,detailed,109060.0,1.1,,,,,25.77,53590,0.3,17.76,22.33,23.33,29.22,36.51,36930,46440,48530,60780,75940,,
115,Psychiatric Aides,1.0,Psychiatric Aides,99.0,U.S.,1.0,US,0.0,Cross-industry,cross-industry,1235.0,31-1133,Psychiatric Aides,detailed,39140.0,2.5,,,,,16.65,34640,0.6,11.12,12.29,14.55,19.69,23.14,23120,25560,30260,40960,48140,,
116,Physical Therapist Assistants,1.0,Physical Therapist Assistants,99.0,U.S.,1.0,US,0.0,Cross-industry,cross-industry,1235.0,31-2021,Physical Therapist Assistants,detailed,93660.0,1.7,,,,,29.2,60740,0.7,17.92,23.4,29.42,36.48,38.54,37280,48670,61180,75870,80170,,
117,Medical Assistants,1.0,Medical Assistants,99.0,U.S.,1.0,US,0.0,Cross-industry,cross-industry,1235.0,31-9092,Medical Assistants,detailed,727760.0,0.8,,,,,18.36,38190,0.3,13.98,14.52,17.88,20.91,23.16,29070,30200,37190,43490,48170,,
118,Anesthesiologist Assistants,1.0,Medical Assistants,99.0,U.S.,1.0,US,0.0,Cross-industry,cross-industry,1235.0,31-9092,Medical Assistants,detailed,727760.0,0.8,,,,,18.36,38190,0.3,13.98,14.52,17.88,20.91,23.16,29070,30200,37190,43490,48170,,
119,Speech-Language Pathology Assistants,1.0,Medical Assistants,99.0,U.S.,1.0,US,0.0,Cross-industry,cross-industry,1235.0,31-9092,Medical Assistants,detailed,727760.0,0.8,,,,,18.36,38190,0.3,13.98,14.52,17.88,20.91,23.16,29070,30200,37190,43490,48170,,
120,Pharmacy Aides,1.0,Pharmacy Aides,99.0,U.S.,1.0,US,0.0,Cross-industry,cross-industry,1235.0,31-9095,Pharmacy Aides,detailed,43560.0,3.7,,,,,16.61,34560,1.1,10.98,13.41,14.39,18.03,24.55,22840,27880,29930,37500,51060,,
121,Bailiffs,1.0,Bailiffs,99.0,U.S.,1.0,US,0.0,Cross-industry,cross-industry,1235.0,33-3011,Bailiffs,detailed,16420.0,1.5,,,,,25.16,52340,0.8,13.25,17.99,23.23,30.36,37.66,27560,37420,48320,63160,78330,,
122,Correctional Officers and Jailers,1.0,Correctional Officers and Jailers,99.0,U.S.,1.0,US,0.0,Cross-industry,cross-industry,1235.0,33-3012,Correctional Officers and Jailers,detailed,392600.0,0.4,,,,,25.69,53420,0.3,16.64,18.55,23.04,30.26,38.14,34600,38590,47920,62940,79340,,
123,Police Identification and Records Officers,1.0,Police and Sheriff's Patrol Officers,99.0,U.S.,1.0,US,0.0,Cross-industry,cross-industry,1235.0,33-3051,Police and Sheriff's Patrol Officers,detailed,665380.0,0.4,,,,,34.02,70750,0.3,19.32,24.34,31.06,39.35,49.29,40190,50630,64610,81850,102530,,
124,Police and Sheriff's Patrol Officers,1.0,Police and Sheriff's Patrol Officers,99.0,U.S.,1.0,US,0.0,Cross-industry,cross-industry,1235.0,33-3051,Police and Sheriff's Patrol Officers,detailed,665380.0,0.4,,,,,34.02,70750,0.3,19.32,24.34,31.06,39.35,49.29,40190,50630,64610,81850,102530,,
125,Security Guards,1.0,Security Guards,99.0,U.S.,1.0,US,0.0,Cross-industry,cross-industry,1235.0,33-9032,Security Guards,detailed,1057100.0,0.4,,,,,17.23,35830,0.4,11.18,13.89,15.13,18.83,24.06,23250,28890,31470,39170,50040,,
126,Retail Loss Prevention Specialists,1.0,Security Guards,99.0,U.S.,1.0,US,0.0,Cross-industry,cross-industry,1235.0,33-9032,Security Guards,detailed,1057100.0,0.4,,,,,17.23,35830,0.4,11.18,13.89,15.13,18.83,24.06,23250,28890,31470,39170,50040,,
127,First-Line Supervisors of Food Preparation and Serving Workers,1.0,First-Line Supervisors of Food Preparation and Serving Workers,99.0,U.S.,1.0,US,0.0,Cross-industry,cross-industry,1235.0,35-1012,First-Line Supervisors of Food Preparation and Serving Workers,detailed,1040600.0,0.9,,,,,18.82,39150,0.6,11.59,14.15,17.58,22.52,29.05,24100,29430,36570,46840,60410,,
128,"Cooks, Restaurant",1.0,"Cooks, Restaurant",99.0,U.S.,1.0,US,0.0,Cross-industry,cross-industry,1235.0,35-2014,"Cooks, Restaurant",detailed,1193860.0,1.1,,,,,15.21,31630,0.6,10.84,13.37,14.43,17.54,18.8,22550,27810,30010,36480,39090,,
129,"Cooks, Short Order",1.0,"Cooks, Short Order",99.0,U.S.,1.0,US,0.0,Cross-industry,cross-industry,1235.0,35-2015,"Cooks, Short Order",detailed,124800.0,6.2,,,,,13.51,28110,1.3,9.16,11,13.73,14.93,18.3,19050,22880,28560,31050,38060,,
130,Food Preparation Workers,1.0,Food Preparation Workers,99.0,U.S.,1.0,US,0.0,Cross-industry,cross-industry,1235.0,35-2021,Food Preparation Workers,detailed,783350.0,1.7,,,,,13.85,28810,0.5,9.39,11.31,13.84,15.07,18.3,19520,23520,28780,31340,38060,,
131,Bartenders,1.0,Bartenders,99.0,U.S.,1.0,US,0.0,Cross-industry,cross-industry,1235.0,35-3011,Bartenders,detailed,485330.0,1.4,,,,,14.59,30340,1,8.59,9.89,12.67,16.41,22.94,17870,20560,26350,34120,47710,,
132,Waiters and Waitresses,1.0,Waiters and Waitresses,99.0,U.S.,1.0,US,0.0,Cross-industry,cross-industry,1235.0,35-3031,Waiters and Waitresses,detailed,1804030.0,0.8,,,,,13.95,29010,0.7,8.58,9.63,12.5,14.83,22.07,17840,20020,26000,30850,45910,,
133,"Hosts and Hostesses, Restaurant, Lounge, and Coffee Shop",1.0,"Hosts and Hostesses, Restaurant, Lounge, and Coffee Shop",99.0,U.S.,1.0,US,0.0,Cross-industry,cross-industry,1235.0,35-9031,"Hosts and Hostesses, Restaurant, Lounge, and Coffee Shop",detailed,324690.0,1.7,,,,,12.5,26000,0.6,8.73,10.46,11.83,14.16,15.89,18160,21750,24600,29450,33050,,
134,Baggage Porters and Bellhops,1.0,Baggage Porters and Bellhops,99.0,U.S.,1.0,US,0.0,Cross-industry,cross-industry,1235.0,39-6011,Baggage Porters and Bellhops,detailed,20530.0,4.9,,,,,14.44,30040,2.5,8.9,11.21,14,16.73,18.77,18520,23320,29120,34790,39040,,
135,Childcare Workers,1.0,Childcare Workers,99.0,U.S.,1.0,US,0.0,Cross-industry,cross-industry,1235.0,39-9011,Childcare Workers,detailed,438520.0,1.6,,,,,13.31,27680,0.5,8.91,10.88,13.22,14.47,17.99,18540,22640,27490,30100,37430,,
136,Nannies,1.0,Childcare Workers,99.0,U.S.,1.0,US,0.0,Cross-industry,cross-industry,1235.0,39-9011,Childcare Workers,detailed,438520.0,1.6,,,,,13.31,27680,0.5,8.91,10.88,13.22,14.47,17.99,18540,22640,27490,30100,37430,,
137,Personal Care Aides,1.0,Home Health and Personal Care Aides,99.0,U.S.,1.0,US,0.0,Cross-industry,cross-industry,1235.0,31-1120,Home Health and Personal Care Aides,detailed,3366480.0,0.4,,,,,14.07,29260,0.2,10.72,11.58,14.15,14.53,17.79,22290,24090,29430,30230,37010,,
138,Home Health Aides,1.0,Home Health and Personal Care Aides,99.0,U.S.,1.0,US,0.0,Cross-industry,cross-industry,1235.0,31-1120,Home Health and Personal Care Aides,detailed,3366480.0,0.4,,,,,14.07,29260,0.2,10.72,11.58,14.15,14.53,17.79,22290,24090,29430,30230,37010,,
139,Recreation Workers,1.0,Recreation Workers,99.0,U.S.,1.0,US,0.0,Cross-industry,cross-industry,1235.0,39-9032,Recreation Workers,detailed,264020.0,1.0,,,,,15.39,32020,0.4,10.45,11.7,14.27,17.59,22.43,21730,24330,29680,36580,46660,,
140,Cashiers,1.0,Cashiers,99.0,U.S.,1.0,US,0.0,Cross-industry,cross-industry,1235.0,41-2011,Cashiers,detailed,3318020.0,0.5,,,,,12.87,26770,0.2,8.93,10.9,13.11,14.2,16.94,18580,22670,27260,29540,35230,,
141,Parts Salespersons,1.0,Parts Salespersons,99.0,U.S.,1.0,US,0.0,Cross-industry,cross-industry,1235.0,41-2022,Parts Salespersons,detailed,265130.0,1.0,,,,,17.75,36920,0.5,11.03,13.71,16.47,21.8,27.97,22940,28530,34260,45340,58180,,
142,Real Estate Sales Agents,1.0,Real Estate Sales Agents,99.0,U.S.,1.0,US,0.0,Cross-industry,cross-industry,1235.0,41-9022,Real Estate Sales Agents,detailed,175920.0,3.8,,,,,29.56,61480,1.8,13.59,17.25,23.24,36.51,49.12,28270,35880,48340,75940,102170,,
143,Bill and Account Collectors,1.0,Bill and Account Collectors,99.0,U.S.,1.0,US,0.0,Cross-industry,cross-industry,1235.0,43-3011,Bill and Account Collectors,detailed,212900.0,1.5,,,,,19.85,41280,0.6,13.86,14.62,18.13,22.58,28.54,28820,30420,37700,46970,59360,,
144,"Bookkeeping, Accounting, and Auditing Clerks",1.0,"Bookkeeping, Accounting, and Auditing Clerks",99.0,U.S.,1.0,US,0.0,Cross-industry,cross-industry,1235.0,43-3031,"Bookkeeping, Accounting, and Auditing Clerks",detailed,1509370.0,0.6,,,,,21.7,45140,0.2,14,17.67,21.9,23.92,29.8,29120,36750,45560,49760,61980,,
145,Payroll and Timekeeping Clerks,1.0,Payroll and Timekeeping Clerks,99.0,U.S.,1.0,US,0.0,Cross-industry,cross-industry,1235.0,43-3051,Payroll and Timekeeping Clerks,detailed,149290.0,1.3,,,,,23.83,49560,0.4,14.54,18.21,22.89,28.87,34.38,30240,37880,47610,60050,71500,,
146,Procurement Clerks,1.0,Procurement Clerks,99.0,U.S.,1.0,US,0.0,Cross-industry,cross-industry,1235.0,43-3061,Procurement Clerks,detailed,61930.0,1.6,,,,,21.6,44930,0.5,14.46,17.74,21.71,24.26,29.09,30080,36890,45150,50450,60510,,
147,Tellers,1.0,Tellers,99.0,U.S.,1.0,US,0.0,Cross-industry,cross-industry,1235.0,43-3071,Tellers,detailed,364210.0,1.0,,,,,16.79,34930,0.3,13.52,14.14,17.46,18.03,22.27,28120,29410,36310,37500,46320,,
148,Customer Service Representatives,1.0,Customer Service Representatives,99.0,U.S.,1.0,US,0.0,Cross-industry,cross-industry,1235.0,43-4051,Customer Service Representatives,detailed,2787070.0,0.5,,,,,18.79,39070,0.1,12.67,14.28,17.75,22.34,28.19,26340,29700,36920,46460,58640,,
149,File Clerks,1.0,File Clerks,99.0,U.S.,1.0,US,0.0,Cross-industry,cross-industry,1235.0,43-4071,File Clerks,detailed,85460.0,3.2,,,,,17.7,36820,0.7,11.53,14,17.48,22,23.65,23980,29120,36360,45760,49190,,
150,"Hotel, Motel, and Resort Desk Clerks",1.0,"Hotel, Motel, and Resort Desk Clerks",99.0,U.S.,1.0,US,0.0,Cross-industry,cross-industry,1235.0,43-4081,"Hotel, Motel, and Resort Desk Clerks",detailed,220380.0,1.0,,,,,13.48,28040,0.4,10.31,11.02,13.5,14.28,17.54,21440,22910,28080,29700,36470,,
151,"Interviewers, Except Eligibility and Loan",1.0,"Interviewers, Except Eligibility and Loan",99.0,U.S.,1.0,US,0.0,Cross-industry,cross-industry,1235.0,43-4111,"Interviewers, Except Eligibility and Loan",detailed,169840.0,1.3,,,,,18.67,38840,0.3,13.78,14.44,17.89,22.22,24.23,28650,30020,37220,46210,50400,,
152,"Library Assistants, Clerical",1.0,"Library Assistants, Clerical",99.0,U.S.,1.0,US,0.0,Cross-industry,cross-industry,1235.0,43-4121,"Library Assistants, Clerical",detailed,78470.0,2.1,,,,,15.62,32490,0.4,10.71,11.5,14.16,17.88,22.6,22270,23910,29450,37200,47000,,
153,Order Clerks,1.0,Order Clerks,99.0,U.S.,1.0,US,0.0,Cross-industry,cross-industry,1235.0,43-4151,Order Clerks,detailed,133850.0,2.4,,,,,20.11,41820,0.7,13.81,14.44,18.23,22.94,28.66,28730,30040,37920,47700,59620,,
154,"Human Resources Assistants, Except Payroll and Timekeeping",1.0,"Human Resources Assistants, Except Payroll and Timekeeping",99.0,U.S.,1.0,US,0.0,Cross-industry,cross-industry,1235.0,43-4161,"Human Resources Assistants, Except Payroll and Timekeeping",detailed,102770.0,1.3,,,,,21.56,44840,0.4,14.37,17.88,21.94,23.58,29.18,29890,37180,45630,49050,60680,,
155,Public Safety Telecommunicators,1.0,Public Safety Telecommunicators,99.0,U.S.,1.0,US,0.0,Cross-industry,cross-industry,1235.0,43-5031,Public Safety Telecommunicators,detailed,97050.0,1.2,,,,,22.61,47030,0.4,14.1,17.74,22.44,28.54,30.74,29340,36890,46670,59360,63940,,
156,"Dispatchers, Except Police, Fire, and Ambulance",1.0,"Dispatchers, Except Police, Fire, and Ambulance",99.0,U.S.,1.0,US,0.0,Cross-industry,cross-industry,1235.0,43-5032,"Dispatchers, Except Police, Fire, and Ambulance",detailed,194330.0,1.1,,,,,22.43,46650,0.4,14,17.11,21.18,26.61,34.37,29120,35590,44050,55340,71480,,
157,Executive Secretaries and Executive Administrative Assistants,1.0,Executive Secretaries and Executive Administrative Assistants,99.0,U.S.,1.0,US,0.0,Cross-industry,cross-industry,1235.0,43-6011,Executive Secretaries and Executive Administrative Assistants,detailed,466910.0,1.1,,,,,32.15,66870,0.3,18.57,23.43,29.84,37.55,47.25,38620,48720,62060,78110,98280,,
158,"Secretaries and Administrative Assistants, Except Legal, Medical, and Executive",1.0,"Secretaries and Administrative Assistants, Except Legal, Medical, and Executive",99.0,U.S.,1.0,US,0.0,Cross-industry,cross-industry,1235.0,43-6014,"Secretaries and Administrative Assistants, Except Legal, Medical, and Executive",detailed,1825980.0,0.5,,,,,19.75,41080,0.1,13.56,14.52,18.21,22.87,28.61,28200,30210,37880,47570,59500,,
159,Desktop Publishers,1.0,Desktop Publishers,99.0,U.S.,1.0,US,0.0,Cross-industry,cross-industry,1235.0,43-9031,Desktop Publishers,detailed,7600.0,13.6,,,,,24.49,50930,6.9,13.35,14.85,22.55,30.66,38.28,27770,30880,46910,63760,79630,,
160,Carpet Installers,1.0,Carpet Installers,99.0,U.S.,1.0,US,0.0,Cross-industry,cross-industry,1235.0,47-2041,Carpet Installers,detailed,19790.0,5.6,,,,,23.42,48710,2,13.98,17.46,22.42,28.73,36.5,29090,36310,46640,59770,75920,,
161,Tile and Stone Setters,1.0,Tile and Stone Setters,99.0,U.S.,1.0,US,0.0,Cross-industry,cross-industry,1235.0,47-2044,Tile and Stone Setters,detailed,41160.0,3.7,,,,,25.64,53330,1.9,14.46,18.09,22.99,29.34,37.68,30070,37620,47810,61020,78370,,
162,Electricians,1.0,Electricians,99.0,U.S.,1.0,US,0.0,Cross-industry,cross-industry,1235.0,47-2111,Electricians,detailed,650580.0,0.8,,,,,30.44,63310,0.5,17.8,22.55,28.87,37.19,47.98,37020,46900,60040,77350,99800,,
163,"First-Line Supervisors of Mechanics, Installers, and Repairers",1.0,"First-Line Supervisors of Mechanics, Installers, and Repairers",99.0,U.S.,1.0,US,0.0,Cross-industry,cross-industry,1235.0,49-1011,"First-Line Supervisors of Mechanics, Installers, and Repairers",detailed,526240.0,0.6,,,,,35.38,73590,0.4,21.06,24.99,34.26,43.94,50.92,43800,51980,71260,91390,105910,,
164,Automotive Body and Related Repairers,1.0,Automotive Body and Related Repairers,99.0,U.S.,1.0,US,0.0,Cross-industry,cross-industry,1235.0,49-3021,Automotive Body and Related Repairers,detailed,137300.0,2.0,,,,,24.36,50660,0.7,14.26,17.96,22.73,28.81,36.64,29660,37360,47270,59930,76220,,
165,Automotive Engineers,1.0,Automotive Body and Related Repairers,99.0,U.S.,1.0,US,0.0,Cross-industry,cross-industry,1235.0,49-3021,Automotive Body and Related Repairers,detailed,137300.0,2.0,,,,,24.36,50660,0.7,14.26,17.96,22.73,28.81,36.64,29660,37360,47270,59930,76220,,
166,Bus and Truck Mechanics and Diesel Engine Specialists,1.0,Bus and Truck Mechanics and Diesel Engine Specialists,99.0,U.S.,1.0,US,0.0,Cross-industry,cross-industry,1235.0,49-3031,Bus and Truck Mechanics and Diesel Engine Specialists,detailed,261420.0,1.1,,,,,25.49,53020,0.3,17.18,20,23.41,29.35,36.61,35730,41600,48690,61050,76150,,
167,"Mobile Heavy Equipment Mechanics, Except Engines",1.0,"Mobile Heavy Equipment Mechanics, Except Engines",99.0,U.S.,1.0,US,0.0,Cross-industry,cross-industry,1235.0,49-3042,"Mobile Heavy Equipment Mechanics, Except Engines",detailed,145230.0,1.2,,,,,27.54,57280,0.4,17.93,22.61,27.9,30.51,37.7,37290,47020,58030,63450,78420,,
168,"Maintenance and Repair Workers, General",1.0,"Maintenance and Repair Workers, General",99.0,U.S.,1.0,US,0.0,Cross-industry,cross-industry,1235.0,49-9071,"Maintenance and Repair Workers, General",detailed,1416740.0,0.4,,,,,21.6,44920,0.3,13.9,16.48,20.76,25.91,30,28910,34270,43180,53900,62400,,
