	O*NET-SOC Code	Task ID	Task	Task Type	Title	human_exposure_agg	gpt4_exposure	gpt4_exposure_alt_rubric	gpt_3_relevant	gpt4_automation	alpha	beta	gamma	automation	human_labels
153	11-2022.00	11.0	Plan and direct staffing, training, and performance evaluations to develop and control sales and service programs.	Core	Sales Managers	E0	E2	E2	False	T1	0.0	0.5	1.0	0.25	E0
154	11-2022.00	6.0	Direct, coordinate, and review sales and service accounting and record-keeping, as well as receiving and shipping.	Core	Sales Managers	E2	E2	E2	False	T2	0.0	0.5	1.0	0.5	E2
155	11-2022.00	15.0	Direct clerical staff to keep records of export correspondence, bid requests, and credit collections, and to maintain current information on tariffs, licenses, and restrictions.	Core	Sales Managers	E2	E2	E1	False	T3	0.0	0.5	1.0	0.75	E2
156	11-2022.00	8.0	Advise dealers and distributors on policies and operating procedures to ensure functional effectiveness of business.	Core	Sales Managers	E2	E2	E2	False	T1	0.0	0.5	1.0	0.25	E2
157	11-2022.00	7.0	Confer or consult with department heads to plan advertising services and to secure information on equipment and customer specifications.	Core	Sales Managers	E2	E2	E2	False	T1	0.0	0.5	1.0	0.25	E2
158	11-2022.00	10.0	Represent company at trade association meetings to promote products.	Core	Sales Managers	E0	E0	E0	False	T1	0.0	0.0	0.0	0.25	E0
159	11-2022.00	13.0	Confer with potential customers regarding equipment needs, and advise customers on types of equipment to purchase.	Supplemental	Sales Managers	E1	E2	E2	False	T1	0.0	0.5	1.0	0.25	E1
160	11-2022.00	17.0	Assess marketing potential of new and existing store locations, considering statistics and expenditures.	Supplemental	Sales Managers	E2	E2	E2	False	T2	0.0	0.5	1.0	0.5	E2
161	11-2022.00	12.0	Visit franchised dealers to stimulate interest in establishment or expansion of leasing programs.	Supplemental	Sales Managers	E2	E0	E0	False	T1	0.0	0.0	0.0	0.25	E2
162	11-2022.00	16.0	Direct foreign sales and service outlets of an organization.	Supplemental	Sales Managers	E2	E2	E2	False	T1	0.0	0.5	1.0	0.25	E2
163	11-2032.00	21226.0	Assign, supervise, and review the activities of public relations staff.		Public Relations Managers	E0	E2	E0	False	T1	0.0	0.5	1.0	0.25	E0
164	11-2032.00	21227.0	Confer with labor relations managers to develop internal communications that keep employees informed of company activities.		Public Relations Managers	E1	E2	E1	True	T1	0.0	0.5	1.0	0.25	E1
165	11-2032.00	21228.0	Design and edit promotional publications, such as brochures.		Public Relations Managers	E1	E2	E2	True	T3	0.0	0.5	1.0	0.75	E1
166	11-2032.00	21229.0	Develop and maintain the company's corporate image and identity, which includes the use of logos and signage.		Public Relations Managers	E1	E2	E2	False	T2	0.0	0.5	1.0	0.5	E1
167	11-2032.00	21230.0	Develop, implement, or maintain crisis communication plans.		Public Relations Managers	E2	E2	E2	False	T2	0.0	0.5	1.0	0.5	E2
168	11-2032.00	21231.0	Direct activities of external agencies, establishments, or departments that develop and implement communication strategies and information programs.		Public Relations Managers	E2	E2	E0	False	T1	0.0	0.5	1.0	0.25	E2
169	11-2032.00	21232.0	Draft speeches for company executives and arrange interviews and other forms of contact for them.		Public Relations Managers	E2	E1	E1	True	T2	1.0	1.0	1.0	0.5	E2
170	11-2032.00	21233.0	Establish and maintain effective working relationships with clients, government officials, and media representatives and use these relationships to develop new business opportunities.		Public Relations Managers	E2	E0	E0	False	T1	0.0	0.0	0.0	0.25	E2
171	11-2032.00	21234.0	Evaluate advertising and promotion programs for compatibility with public relations efforts.		Public Relations Managers	E2	E2	E2	False	T2	0.0	0.5	1.0	0.5	E2
172	11-2032.00	21235.0	Facilitate consumer relations or the relationship between parts of the company, such as the managers and employees, or different branch offices.		Public Relations Managers	E2	E2	E0	False	T1	0.0	0.5	1.0	0.25	E2
173	11-2032.00	21236.0	Formulate policies and procedures related to public information programs, working with public relations executives.		Public Relations Managers	E1	E2	E2	True	T1	0.0	0.5	1.0	0.25	E1
174	11-2032.00	21237.0	Identify main client groups and audiences, determine the best way to communicate publicity information to them, and develop and implement a communication plan.		Public Relations Managers	E2	E2	E2	False	T2	0.0	0.5	1.0	0.5	E2
175	11-2032.00	21238.0	Maintain company archives.		Public Relations Managers	E2	E2	E1	False	T3	0.0	0.5	1.0	0.75	E2
176	11-2032.00	21239.0	Manage communications budgets.		Public Relations Managers	E2	E2	E2	False	T3	0.0	0.5	1.0	0.75	E2
177	11-2032.00	21240.0	Manage in-house communication courses.		Public Relations Managers	E1	E2	E2	False	T2	0.0	0.5	1.0	0.5	E1
178	11-2032.00	21241.0	Manage special events, such as sponsorship of races, parties introducing new products, or other activities the firm supports, to gain public attention through the media without advertising directly.		Public Relations Managers	E2	E2	E2	False	T1	0.0	0.5	1.0	0.25	E2
179	11-2032.00	21242.0	Observe and report on social, economic, and political trends that might affect employers.		Public Relations Managers	E2	E2	E2	False	T2	0.0	0.5	1.0	0.5	E2
180	11-2032.00	21243.0	Produce films and other video products, regulate their distribution, and operate film library.		Public Relations Managers	E0	E2	E2	False	T3	0.0	0.5	1.0	0.75	E0
181	11-2032.00	21244.0	Respond to requests for information about employers' activities or status.		Public Relations Managers	E2	E1	E1	False	T3	1.0	1.0	1.0	0.75	E2
182	11-2032.00	21245.0	Write interesting and effective press releases, prepare information for media kits, and develop and maintain company internet or intranet web pages.		Public Relations Managers	E2	E1	E1	True	T3	1.0	1.0	1.0	0.75	E2
183	11-2033.00	21246.0	Assign, supervise, and review the activities of fundraising staff.		Fundraising Managers	E0	E2	E0	False	T1	0.0	0.5	1.0	0.25	E0
184	11-2033.00	21247.0	Compile or develop materials to submit to granting or other funding organizations.		Fundraising Managers	E1	E2	E2	True	T3	0.0	0.5	1.0	0.75	E1
185	11-2033.00	21248.0	Conduct research to identify the goals, net worth, charitable donation history, or other data related to potential donors, potential investors, or general donor markets.		Fundraising Managers	E2	E2	E2	False	T3	0.0	0.5	1.0	0.75	E2
186	11-2033.00	21249.0	Contact corporate representatives, government officials, or community leaders to increase awareness of organizational causes, activities, or needs.		Fundraising Managers	E2	E2	E1	False	T1	0.0	0.5	1.0	0.25	E2
187	11-2033.00	21250.0	Design and edit promotional publications, such as brochures.		Fundraising Managers	E1	E1	E2	True	T3	1.0	1.0	1.0	0.75	E1
188	11-2033.00	21251.0	Develop fundraising activity plans that maximize participation or contributions and minimize costs.		Fundraising Managers	E2	E2	E2	False	T2	0.0	0.5	1.0	0.5	E2
189	11-2033.00	21252.0	Develop strategies to encourage new or increased contributions.		Fundraising Managers	E1	E2	E2	False	T2	0.0	0.5	1.0	0.5	E1
190	11-2033.00	21253.0	Direct activities of external agencies, establishments, or departments that develop and implement fundraising strategies and programs.		Fundraising Managers	E2	E2	E0	False	T1	0.0	0.5	1.0	0.25	E2
191	11-2033.00	21254.0	Establish and maintain effective working relationships with clients, government officials, and media representatives and use these relationships to develop new fundraising opportunities.		Fundraising Managers	E0	E2	E0	False	T1	0.0	0.5	1.0	0.25	E0
192	11-2033.00	21255.0	Establish goals for soliciting funds, develop policies for collection and safeguarding of contributions, and coordinate disbursement of funds.		Fundraising Managers	E2	E2	E2	False	T2	0.0	0.5	1.0	0.5	E2
193	11-2033.00	21256.0	Evaluate advertising and promotion programs for compatibility with fundraising efforts.		Fundraising Managers	E2	E2	E2	False	T2	0.0	0.5	1.0	0.5	E2
194	11-2033.00	21257.0	Formulate policies and procedures related to fundraising programs.		Fundraising Managers	E1	E2	E2	True	T2	0.0	0.5	1.0	0.5	E1
195	11-2033.00	21258.0	Manage fundraising budgets.		Fundraising Managers	E2	E2	E2	False	T2	0.0	0.5	1.0	0.5	E2
196	11-2033.00	21259.0	Plan and direct special events for fundraising, such as silent auctions, dances, golf events, or walks.		Fundraising Managers	E0	E2	E0	False	T1	0.0	0.5	1.0	0.25	E0
197	11-2033.00	21260.0	Produce films and other video products, regulate their distribution, and operate film library.		Fundraising Managers	E0	E2	E2	False	T3	0.0	0.5	1.0	0.75	E0
198	11-2033.00	21261.0	Write interesting and effective press releases, prepare information for media kits, and develop and maintain company internet or intranet Web pages.		Fundraising Managers	E2	E1	E1	True	T3	1.0	1.0	1.0	0.75	E2
199	11-3012.00	21.0	Prepare and review operational reports and schedules to ensure accuracy and efficiency.	Core	Administrative Services Managers	E2	E2	E0	True	T3	0.0	0.5	1.0	0.75	E2
200	11-3012.00	20.0	Set goals and deadlines for the department.	Core	Administrative Services Managers	E1	E2	E0	False	T1	0.0	0.5	1.0	0.25	E1
201	11-3012.00	23.0	Acquire, distribute and store supplies.	Core	Administrative Services Managers	E0	E0	E0	False	T1	0.0	0.0	0.0	0.25	E0
202	11-3012.00	22.0	Analyze internal processes and recommend and implement procedural or policy changes to improve operations, such as supply changes or the disposal of records.	Core	Administrative Services Managers	E2	E2	E0	False	T2	0.0	0.5	1.0	0.5	E2
203	11-3012.00	30.0	Conduct classes to teach procedures to staff.	Core	Administrative Services Managers	E2	E0	E2	False	T1	0.0	0.0	0.0	0.25	E2
204	11-3012.00	24.0	Plan, administer, and control budgets for contracts, equipment, and supplies.	Supplemental	Administrative Services Managers	E2	E2	E0	False	T2	0.0	0.5	1.0	0.5	E2
205	11-3012.00	26.0	Hire and terminate clerical and administrative personnel.	Supplemental	Administrative Services Managers	E0	E2	E0	False	T1	0.0	0.5	1.0	0.25	E0
206	11-3012.00	19.0	Direct or coordinate the supportive services department of a business, agency, or organization.	Supplemental	Administrative Services Managers	E1	E2	E0	False	T2	0.0	0.5	1.0	0.5	E1
207	11-3012.00	21262.0	Communicate with and provide guidance for external vendors and service providers to ensure the organization, department, or work unit's business needs are met.		Administrative Services Managers	E1	E2	E1	False	T2	0.0	0.5	1.0	0.5	E1
208	11-3012.00	21263.0	Develop operational standards and procedures for the work unit or department.		Administrative Services Managers	E1	E2	E0	False	T2	0.0	0.5	1.0	0.5	E1
209	11-3012.00	21264.0	Establish work procedures or schedules to organize the daily work of administrative staff.		Administrative Services Managers	E2	E2	E0	False	T2	0.0	0.5	1.0	0.5	E2
210	11-3012.00	21265.0	Learn to operate new office technologies as they are developed and implemented.		Administrative Services Managers	E2	E1	E2	False	T1	1.0	1.0	1.0	0.25	E2
211	11-3012.00	21266.0	Manage paper or electronic filing systems by recording information, updating paperwork, or maintaining documents, such as attendance records or correspondence.		Administrative Services Managers	E1	E1	E2	False	T3	1.0	1.0	1.0	0.75	E1
212	11-3012.00	21267.0	Meet with other departmental leaders to establish organizational goals, strategic plans, and objectives, as well as make decisions about personnel, resources, and space or equipment needs.		Administrative Services Managers	E0	E0	E2	False	T1	0.0	0.0	0.0	0.25	E0
213	11-3012.00	21268.0	Oversee payroll functions, such as maintaining timekeeping information and processing and submitting payroll.		Administrative Services Managers	E2	E2	E2	False	T3	0.0	0.5	1.0	0.75	E2
214	11-3012.00	21269.0	Read through contracts, regulations, and procedural guidelines to ensure comprehension and compliance.		Administrative Services Managers	E2	E2	E0	False	T3	0.0	0.5	1.0	0.75	E2
215	11-3012.00	21270.0	Represent work unit at meetings or conferences and serve as liaison for requests or complaints.		Administrative Services Managers	E0	E0	E1	False	T1	0.0	0.0	0.0	0.25	E0
216	11-3012.00	21271.0	Supervise administrative staff and provide training and orientation to new staff.		Administrative Services Managers	E0	E0	E0	False	T1	0.0	0.0	0.0	0.25	E0
217	11-3013.00	21272.0	Acquire, distribute and store supplies.		Facilities Managers	E0	E2	E0	False	T1	0.0	0.5	1.0	0.25	E0
218	11-3013.00	21273.0	Conduct classes to teach procedures to staff.		Facilities Managers	E2	E0	E2	False	T1	0.0	0.0	0.0	0.25	E2
219	11-3013.00	21274.0	Dispose of, or oversee the disposal of, surplus or unclaimed property.		Facilities Managers	E0	E0	E0	False	T1	0.0	0.0	0.0	0.25	E0
220	11-3013.00	21275.0	Manage leasing of facility space.		Facilities Managers	E0	E2	E2	False	T2	0.0	0.5	1.0	0.5	E0
221	11-3013.00	21276.0	Monitor the facility to ensure that it remains safe, secure, and well-maintained.		Facilities Managers	E2	E0	E0	False	T1	0.0	0.0	0.0	0.25	E2
222	11-3013.00	21277.0	Oversee construction and renovation projects to improve efficiency and to ensure that facilities meet environmental, health, and security standards, and comply with government regulations.		Facilities Managers	E0	E2	E2	False	T1	0.0	0.5	1.0	0.25	E0
223	11-3013.00	21278.0	Oversee the maintenance and repair of machinery, equipment, and electrical and mechanical systems.		Facilities Managers	E0	E0	E0	False	T1	0.0	0.0	0.0	0.25	E0
224	11-3013.00	21279.0	Participate in architectural and engineering planning and design, including space and installation management.		Facilities Managers	E0	E2	E0	False	T1	0.0	0.5	1.0	0.25	E0
225	11-3013.00	21280.0	Plan, administer, and control budgets for contracts, equipment, and supplies.		Facilities Managers	E2	E2	E2	False	T2	0.0	0.5	1.0	0.5	E2
226	11-3013.00	21281.0	Prepare and review operational reports and schedules to ensure accuracy and efficiency.		Facilities Managers	E2	E2	E2	True	T3	0.0	0.5	1.0	0.75	E2
227	11-3013.00	21282.0	Set goals and deadlines for the department.		Facilities Managers	E1	E2	E2	False	T1	0.0	0.5	1.0	0.25	E1
228	11-3013.01	21283.0	Analyze and evaluate security operations to identify risks or opportunities for improvement through auditing, review, or assessment.		Security Managers	E2	E2	E2	True	T2	0.0	0.5	1.0	0.5	E2
229	11-3013.01	21284.0	Assess risks to mitigate potential consequences of incidents and develop a plan to respond to incidents.		Security Managers	E1	E2	E2	False	T2	0.0	0.5	1.0	0.5	E1
230	11-3013.01	21285.0	Attend meetings, professional seminars, or conferences to keep abreast of changes in executive legislative directives or new technologies impacting security operations.		Security Managers	E2	E2	E2	False	T1	0.0	0.5	1.0	0.25	E2
231	11-3013.01	21286.0	Communicate security status, updates, and actual or potential problems, using established protocols.		Security Managers	E1	E2	E1	False	T2	0.0	0.5	1.0	0.5	E1
232	11-3013.01	21287.0	Conduct physical examinations of property to ensure compliance with security policies and regulations.		Security Managers	E0	E2	E0	False	T1	0.0	0.5	1.0	0.25	E0
